envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
229	2313000	2193000	2433000	2313000	2313000	2313000	
230	2310000	2190000	2430000	2310000	2310000	2310000	
231	2307000	2187000	2427000	2307000	2307000	2307000	
232	2304000	2184000	2424000	2304000	2304000	2304000	
233	2301000	2181000	2421000	2301000	2301000	2301000	
234	2298000	2178000	2418000	2298000	2298000	2298000	
235	2295000	2175000	2415000	2295000	2295000	2295000	
236	2292000	2172000	2412000	2292000	2292000	2292000	
237	2289000	2169000	2409000	2289000	2289000	2289000	
238	2286000	2166000	2406000	2286000	2286000	2286000	
239	2283000	2163000	2403000	2283000	2283000	2283000	
240	2280000	2160000	2400000	2280000	2280000	2280000	
241	2301000	2157000	2517000	2277000	2277000	2277000	
242	2322000	2154000	2514000	2394000	2274000	2274000	
243	2319000	2151000	2511000	2391000	2271000	2271000	
244	2388000	2268000	2508000	2508000	2268000	2388000	
245	2385000	2265000	2505000	2505000	2265000	2385000	
246	2382000	2262000	2502000	2502000	2262000	2382000	
247	2403000	2259000	2499000	2619000	2259000	2379000	
248	2400000	2256000	2496000	2616000	2256000	2376000	
249	2421000	2253000	2493000	2613000	2373000	2373000	
250	2418000	2250000	2490000	2610000	2370000	2370000	
251	2415000	2247000	2487000	2607000	2367000	2367000	
252	2436000	2244000	2484000	2724000	2364000	2364000	
253	2481000	2241000	2481000	2721000	2481000	2481000	
254	2502000	2238000	2598000	2718000	2478000	2478000	
255	2499000	2235000	2595000	2715000	2475000	2475000	
256	2496000	2232000	2592000	2712000	2472000	2472000	
257	2493000	2229000	2589000	2709000	2469000	2469000	
258	2514000	2226000	2706000	2706000	2466000	2466000	
259	2511000	2223000	2703000	2703000	2463000	2463000	
260	2508000	2220000	2700000	2700000	2460000	2460000	
261	2505000	2217000	2697000	2697000	2457000	2457000	
262	2502000	2214000	2694000	2694000	2454000	2454000	
263	2499000	2211000	2691000	2691000	2451000	2451000	
264	2496000	2208000	2688000	2688000	2448000	2448000	
265	2517000	2205000	2685000	2805000	2445000	2445000	
266	2514000	2202000	2682000	2802000	2442000	2442000	
267	2511000	2199000	2679000	2799000	2439000	2439000	
268	2532000	2196000	2676000	2916000	2436000	2436000	
269	2553000	2313000	2673000	2913000	2433000	2433000	
270	2574000	2310000	2790000	2910000	2430000	2430000	
271	2571000	2307000	2787000	2907000	2427000	2427000	
272	2592000	2304000	2784000	2904000	2544000	2424000	
273	2589000	2301000	2781000	2901000	2541000	2421000	
274	2586000	2298000	2778000	2898000	2538000	2418000	
275	2583000	2295000	2775000	2895000	2535000	2415000	
276	2580000	2292000	2772000	2892000	2532000	2412000	
277	2577000	2289000	2769000	2889000	2529000	2409000	
278	2622000	2406000	2766000	3006000	2526000	2406000	
279	2619000	2403000	2763000	3003000	2523000	2403000	
280	2616000	2400000	2760000	3e+06	2520000	2400000	
281	2613000	2397000	2757000	2997000	2517000	2397000	
282	2610000	2394000	2754000	2994000	2514000	2394000	
283	2607000	2391000	2751000	2991000	2511000	2391000	
284	2604000	2388000	2748000	2988000	2508000	2388000	
285	2601000	2385000	2745000	2985000	2505000	2385000	
286	2622000	2382000	2742000	2982000	2502000	2502000	
287	2691000	2379000	2859000	2979000	2619000	2619000	
288	2688000	2376000	2856000	2976000	2616000	2616000	
289	2709000	2373000	2853000	2973000	2613000	2733000	
290	2730000	2490000	2850000	2970000	2610000	2730000	
291	2727000	2487000	2847000	2967000	2607000	2727000	
292	2724000	2484000	2844000	2964000	2604000	2724000	
293	2769000	2601000	2841000	3081000	2601000	2721000	
294	2766000	2598000	2838000	3078000	2598000	2718000	
295	2763000	2595000	2835000	3075000	2595000	2715000	
296	2760000	2592000	2832000	3072000	2592000	2712000	
297	2757000	2589000	2829000	3069000	2589000	2709000	
298	2754000	2586000	2826000	3066000	2586000	2706000	
299	2775000	2703000	2823000	3063000	2583000	2703000	
300	2772000	2700000	2820000	3060000	2580000	2700000	
301	2769000	2697000	2817000	3057000	2577000	2697000	
302	2766000	2694000	2814000	3054000	2574000	2694000	
303	2763000	2691000	2811000	3051000	2571000	2691000	
304	2832000	2808000	2808000	3168000	2688000	2688000	
305	2829000	2805000	2805000	3165000	2685000	2685000	
306	2850000	2802000	2802000	3162000	2682000	2802000	
307	2847000	2799000	2799000	3159000	2679000	2799000	
308	2868000	2916000	2796000	3156000	2676000	2796000	
309	2865000	2913000	2793000	3153000	2673000	2793000	
310	2862000	2910000	2790000	3150000	2670000	2790000	
311	2859000	2907000	2787000	3147000	2667000	2787000	
312	2856000	2904000	2784000	3144000	2664000	2784000	
313	2877000	2901000	2781000	3141000	2661000	2901000	
314	2898000	2898000	2898000	3138000	2658000	2898000	
315	2895000	2895000	2895000	3135000	2655000	2895000	
316	2916000	3012000	2892000	3132000	2652000	2892000	
317	2937000	3009000	3009000	3129000	2649000	2889000	
318	2934000	3006000	3006000	3126000	2646000	2886000	
319	2955000	3123000	3003000	3123000	2643000	2883000	
320	2952000	3120000	3e+06	3120000	2640000	2880000	
321	2949000	3117000	2997000	3117000	2637000	2877000	
322	2946000	3114000	2994000	3114000	2634000	2874000	
323	2943000	3111000	2991000	3111000	2631000	2871000	
324	2940000	3108000	2988000	3108000	2628000	2868000	
325	2961000	3105000	2985000	3105000	2625000	2985000	
326	2958000	3102000	2982000	3102000	2622000	2982000	
327	2955000	3099000	2979000	3099000	2619000	2979000	
328	2976000	3096000	2976000	3096000	2616000	3096000	
329	2973000	3093000	2973000	3093000	2613000	3093000	
330	2994000	3210000	2970000	3090000	2610000	3090000	
331	3015000	3207000	2967000	3087000	2607000	3207000	
332	3036000	3204000	3084000	3084000	2604000	3204000	
333	3057000	3201000	3081000	3201000	2601000	3201000	
334	3054000	3198000	3078000	3198000	2598000	3198000	
335	3051000	3195000	3075000	3195000	2595000	3195000	
336	3072000	3312000	3072000	3192000	2592000	3192000	
337	3069000	3309000	3069000	3189000	2589000	3189000	
