envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
344	3936000	3528000	3648000	4248000	4008000	4248000	
345	3957000	3525000	3765000	4245000	4005000	4245000	
346	3954000	3522000	3762000	4242000	4002000	4242000	
347	3975000	3519000	3759000	4239000	3999000	4359000	
348	3972000	3516000	3756000	4236000	3996000	4356000	
349	3969000	3513000	3753000	4233000	3993000	4353000	
350	4014000	3630000	3750000	4230000	4110000	4350000	
351	4011000	3627000	3747000	4227000	4107000	4347000	
352	4056000	3624000	3744000	4224000	4224000	4464000	
353	4077000	3621000	3861000	4221000	4221000	4461000	
354	4074000	3618000	3858000	4218000	4218000	4458000	
355	4071000	3615000	3855000	4215000	4215000	4455000	
356	4116000	3612000	3852000	4212000	4332000	4572000	
357	4113000	3609000	3849000	4209000	4329000	4569000	
358	4110000	3606000	3846000	4206000	4326000	4566000	
359	4155000	3723000	3843000	4203000	4323000	4683000	
360	4152000	3720000	3840000	4200000	4320000	4680000	
361	4149000	3717000	3837000	4197000	4317000	4677000	
362	4146000	3714000	3834000	4194000	4314000	4674000	
363	4143000	3711000	3831000	4191000	4311000	4671000	
364	4164000	3708000	3828000	4308000	4308000	4668000	
365	4161000	3705000	3825000	4305000	4305000	4665000	
366	4158000	3702000	3822000	4302000	4302000	4662000	
367	4155000	3699000	3819000	4299000	4299000	4659000	
368	4176000	3696000	3816000	4416000	4296000	4656000	
369	4221000	3813000	3933000	4413000	4293000	4653000	
370	4242000	3810000	3930000	4530000	4290000	4650000	
371	4263000	3807000	3927000	4527000	4407000	4647000	
372	4260000	3804000	3924000	4524000	4404000	4644000	
373	4257000	3801000	3921000	4521000	4401000	4641000	
374	4254000	3798000	3918000	4518000	4398000	4638000	
375	4275000	3795000	3915000	4635000	4395000	4635000	
376	4320000	3792000	4032000	4632000	4512000	4632000	
377	4317000	3789000	4029000	4629000	4509000	4629000	
378	4314000	3786000	4026000	4626000	4506000	4626000	
379	4311000	3783000	4023000	4623000	4503000	4623000	
380	4356000	3900000	4020000	4740000	4500000	4620000	
381	4377000	3897000	4017000	4737000	4617000	4617000	
382	4422000	3894000	4014000	4734000	4734000	4734000	
383	4419000	3891000	4011000	4731000	4731000	4731000	
384	4464000	3888000	4008000	4728000	4848000	4848000	
385	4485000	3885000	4125000	4725000	4845000	4845000	
386	4506000	3882000	4122000	4722000	4962000	4842000	
387	4527000	3879000	4119000	4839000	4959000	4839000	
388	4524000	3876000	4116000	4836000	4956000	4836000	
389	4521000	3873000	4113000	4833000	4953000	4833000	
390	4518000	3870000	4110000	4830000	4950000	4830000	
391	4563000	3987000	4107000	4827000	4947000	4947000	
392	4560000	3984000	4104000	4824000	4944000	4944000	
393	4557000	3981000	4101000	4821000	4941000	4941000	
394	4554000	3978000	4098000	4818000	4938000	4938000	
395	4575000	3975000	4215000	4815000	4935000	4935000	
396	4620000	4092000	4212000	4812000	4932000	5052000	
397	4617000	4089000	4209000	4809000	4929000	5049000	
398	4638000	4086000	4206000	4806000	5046000	5046000	
399	4635000	4083000	4203000	4803000	5043000	5043000	
400	4632000	4080000	4200000	4800000	5040000	5040000	
401	4677000	4077000	4197000	4917000	5157000	5037000	
402	4674000	4074000	4194000	4914000	5154000	5034000	
403	4671000	4071000	4191000	4911000	5151000	5031000	
404	4668000	4068000	4188000	4908000	5148000	5028000	
405	4665000	4065000	4185000	4905000	5145000	5025000	
406	4686000	4062000	4182000	4902000	5142000	5142000	
407	4707000	4059000	4299000	4899000	5139000	5139000	
408	4704000	4056000	4296000	4896000	5136000	5136000	
409	4725000	4053000	4293000	5013000	5133000	5133000	
410	4722000	4050000	4290000	5010000	5130000	5130000	
411	4743000	4047000	4287000	5127000	5127000	5127000	
412	4764000	4044000	4284000	5244000	5124000	5124000	
413	4785000	4161000	4281000	5241000	5121000	5121000	
414	4782000	4158000	4278000	5238000	5118000	5118000	
415	4803000	4155000	4275000	5235000	5235000	5115000	
416	4800000	4152000	4272000	5232000	5232000	5112000	
417	4821000	4149000	4389000	5229000	5229000	5109000	
418	4842000	4146000	4386000	5226000	5226000	5226000	
419	4839000	4143000	4383000	5223000	5223000	5223000	
420	4836000	4140000	4380000	5220000	5220000	5220000	
421	4833000	4137000	4377000	5217000	5217000	5217000	
422	4830000	4134000	4374000	5214000	5214000	5214000	
423	4827000	4131000	4371000	5211000	5211000	5211000	
424	4824000	4128000	4368000	5208000	5208000	5208000	
425	4821000	4125000	4365000	5205000	5205000	5205000	
426	4866000	4242000	4482000	5202000	5202000	5202000	
427	4887000	4239000	4479000	5199000	5199000	5319000	
428	4884000	4236000	4476000	5196000	5196000	5316000	
429	4905000	4233000	4473000	5313000	5193000	5313000	
430	4902000	4230000	4470000	5310000	5190000	5310000	
431	4923000	4347000	4467000	5307000	5187000	5307000	
432	4944000	4344000	4584000	5304000	5184000	5304000	
433	4965000	4341000	4701000	5301000	5181000	5301000	
434	4986000	4338000	4698000	5418000	5178000	5298000	
435	5031000	4335000	4815000	5415000	5175000	5415000	
436	5076000	4452000	4932000	5412000	5172000	5412000	
437	5073000	4449000	4929000	5409000	5169000	5409000	
438	5070000	4446000	4926000	5406000	5166000	5406000	
439	5067000	4443000	4923000	5403000	5163000	5403000	
440	5088000	4440000	4920000	5400000	5280000	5400000	
441	5085000	4437000	4917000	5397000	5277000	5397000	
442	5130000	4434000	5034000	5514000	5274000	5394000	
443	5175000	4551000	5151000	5511000	5271000	5391000	
444	5172000	4548000	5148000	5508000	5268000	5388000	
445	5169000	4545000	5145000	5505000	5265000	5385000	
446	5166000	4542000	5142000	5502000	5262000	5382000	
447	5163000	4539000	5139000	5499000	5259000	5379000	
448	5208000	4536000	5256000	5616000	5256000	5376000	
449	5205000	4533000	5253000	5613000	5253000	5373000	
450	5226000	4530000	5250000	5730000	5250000	5370000	
451	5247000	4647000	5247000	5727000	5247000	5367000	
452	5268000	4644000	5364000	5724000	5244000	5364000	
453	5289000	4641000	5361000	5721000	5361000	5361000	
454	5286000	4638000	5358000	5718000	5358000	5358000	
455	5307000	4635000	5475000	5715000	5355000	5355000	
456	5328000	4632000	5472000	5712000	5352000	5472000	
457	5349000	4749000	5469000	5709000	5349000	5469000	
458	5370000	4746000	5466000	5706000	5346000	5586000	
459	5367000	4743000	5463000	5703000	5343000	5583000	
460	5388000	4740000	5460000	5700000	5340000	5700000	
461	5385000	4737000	5457000	5697000	5337000	5697000	
462	5406000	4854000	5454000	5694000	5334000	5694000	
463	5403000	4851000	5451000	5691000	5331000	5691000	
464	5400000	4848000	5448000	5688000	5328000	5688000	
465	5397000	4845000	5445000	5685000	5325000	5685000	
466	5394000	4842000	5442000	5682000	5322000	5682000	
467	5415000	4839000	5559000	5679000	5319000	5679000	
468	5436000	4836000	5556000	5676000	5316000	5796000	
469	5457000	4833000	5673000	5673000	5313000	5793000	
470	5478000	4830000	5670000	5790000	5310000	5790000	
471	5499000	4827000	5787000	5787000	5307000	5787000	
472	5520000	4944000	5784000	5784000	5304000	5784000	
473	5517000	4941000	5781000	5781000	5301000	5781000	
474	5562000	4938000	5778000	5778000	5418000	5898000	
475	5559000	4935000	5775000	5775000	5415000	5895000	
476	5580000	5052000	5772000	5772000	5412000	5892000	
477	5601000	5049000	5769000	5769000	5529000	5889000	
478	5622000	5046000	5766000	5766000	5526000	6006000	
479	5643000	5043000	5763000	5763000	5523000	6123000	
480	5640000	5040000	5760000	5760000	5520000	6120000	
481	5637000	5037000	5757000	5757000	5517000	6117000	
482	5658000	5034000	5754000	5874000	5514000	6114000	
483	5679000	5031000	5751000	5871000	5511000	6231000	
484	5700000	5148000	5748000	5868000	5508000	6228000	
485	5697000	5145000	5745000	5865000	5505000	6225000	
486	5718000	5142000	5862000	5862000	5502000	6222000	
487	5715000	5139000	5859000	5859000	5499000	6219000	
488	5712000	5136000	5856000	5856000	5496000	6216000	
489	5733000	5133000	5853000	5973000	5493000	6213000	
490	5730000	5130000	5850000	5970000	5490000	6210000	
491	5775000	5247000	5847000	6087000	5487000	6207000	
492	5772000	5244000	5844000	6084000	5484000	6204000	
493	5769000	5241000	5841000	6081000	5481000	6201000	
494	5790000	5238000	5838000	6078000	5478000	6318000	
495	5811000	5235000	5955000	6075000	5475000	6315000	
496	5832000	5352000	5952000	6072000	5472000	6312000	
497	5853000	5349000	5949000	6069000	5469000	6429000	
498	5850000	5346000	5946000	6066000	5466000	6426000	
499	5847000	5343000	5943000	6063000	5463000	6423000	
500	5892000	5340000	6060000	6060000	5580000	6420000	
501	5913000	5337000	6057000	6057000	5697000	6417000	
502	5910000	5334000	6054000	6054000	5694000	6414000	
503	5955000	5331000	6171000	6171000	5691000	6411000	
504	5952000	5328000	6168000	6168000	5688000	6408000	
505	5973000	5325000	6165000	6165000	5685000	6525000	
506	5994000	5322000	6162000	6162000	5802000	6522000	
507	6015000	5439000	6159000	6159000	5799000	6519000	
508	6084000	5556000	6276000	6276000	5796000	6516000	
509	6081000	5553000	6273000	6273000	5793000	6513000	
510	6102000	5550000	6390000	6270000	5790000	6510000	
511	6123000	5547000	6387000	6267000	5907000	6507000	
512	6120000	5544000	6384000	6264000	5904000	6504000	
513	6117000	5541000	6381000	6261000	5901000	6501000	
514	6114000	5538000	6378000	6258000	5898000	6498000	
515	6111000	5535000	6375000	6255000	5895000	6495000	
516	6132000	5532000	6372000	6252000	5892000	6612000	
517	6153000	5649000	6369000	6249000	5889000	6609000	
518	6150000	5646000	6366000	6246000	5886000	6606000	
519	6147000	5643000	6363000	6243000	5883000	6603000	
520	6216000	5640000	6480000	6360000	5880000	6720000	
521	6213000	5637000	6477000	6357000	5877000	6717000	
522	6234000	5754000	6474000	6354000	5874000	6714000	
523	6279000	5751000	6591000	6471000	5871000	6711000	
524	6324000	5748000	6588000	6468000	5988000	6828000	
525	6345000	5745000	6585000	6465000	6105000	6825000	
526	6366000	5742000	6582000	6582000	6102000	6822000	
527	6387000	5739000	6579000	6699000	6099000	6819000	
528	6432000	5736000	6696000	6816000	6096000	6816000	
529	6453000	5733000	6693000	6813000	6213000	6813000	
530	6450000	5730000	6690000	6810000	6210000	6810000	
531	6447000	5727000	6687000	6807000	6207000	6807000	
532	6444000	5724000	6684000	6804000	6204000	6804000	
533	6489000	5841000	6681000	6921000	6201000	6801000	
534	6510000	5838000	6678000	7038000	6198000	6798000	
535	6531000	5835000	6795000	7035000	6195000	6795000	
536	6528000	5832000	6792000	7032000	6192000	6792000	
